epoch,sod_0,sod_1,sod_2,sod_3,sod_4,sod_mask
0,76941806,68590419,48117638,52489384,51456639,121834514
1,78771304,63241999,47182336,53231831,54935106,122067824
2,77300677,66923212,47456502,52367168,52116656,123266185
3,81557884,66484975,46857255,53929881,49829113,120771292
4,79827269,65648502,47263251,54766458,51002722,120922198
5,79108693,65721230,47409173,54025641,51134287,122031376
6,80288178,68579105,48261938,53405518,47966350,120929311
7,78769958,65390931,49296066,54289534,50176702,121507209
8,80799829,65918439,47373181,51994925,51453399,121890627
9,78045980,67087237,47562136,53404934,51021625,122308488
10,77955559,68745098,47180810,55158928,49153446,121236559
11,78350138,64785827,47847785,54963854,51886711,121596085
12,75379212,64678281,48931181,55576899,52575477,122289350
13,80120046,65407435,46676180,52571289,52253060,122402390
14,79438162,66606034,45415115,55336625,52467677,120166787
15,77277612,65223386,48808906,55531394,50828220,121760882
16,77258979,65815762,49186702,54948102,50634386,121586469
17,76684812,65420177,47897574,53891030,53077044,122459763
18,78526884,67008296,48165373,52499858,51899493,121330496
19,81458630,65452453,48139036,52215193,51507793,120657295
20,78368247,65872563,48730283,52961151,51133731,122364425
21,78749729,64267329,49691938,51858653,52016844,122845907
22,82234595,66041265,49492180,52034282,50084274,119543804
23,78356538,65565055,47879113,55557912,50516696,121555086
24,79219064,64447108,46315318,55304757,51593301,122550852
25,77123925,64681242,51244521,52862797,51749967,121767948
26,77734645,67678101,50371229,52787894,48947591,121910940
27,76826489,66902421,46095497,53948799,53210210,122446984
28,79275344,67323653,48077932,51939575,49834234,122979662
29,78379626,64509831,46918165,56089261,50630520,122902997
30,77998269,66008860,46865707,52800987,53502684,122253893
31,80163589,64987515,46721615,52708257,52486215,122363209
32,82188236,64871849,47418487,53544699,50372856,121034273
33,78381273,66471751,47151908,54961457,49748684,122715327
34,78019149,64622202,48451280,52815322,52136095,123386352
35,76732639,66902026,50348595,52402962,52291619,120752559
36,79479235,66438947,45120244,53653048,51797483,122941443
37,77861273,68390644,45090104,52821080,52913330,122353969
38,79560648,66185041,48583174,53393804,49872403,121835330
39,76659047,69842214,47825210,52690361,50255738,122157830
40,78959045,67193824,48800174,52185725,50234764,122056868
