epoch,sod_0,sod_1,sod_2,sod_3,sod_4,sod_mask
0,128899974,94243536,100447554,56303780,87865868,161384888
1,133865437,95755780,97672685,54249684,88529742,159072272
2,131003132,95216947,99473347,52887019,90016697,160548458
3,130333315,93653453,100357233,55098761,88466869,161235969
4,131877982,96846710,91224534,55825974,90548612,162821788
5,128070681,96316233,96422644,57423627,91545361,159367054
6,131363891,95048491,98398543,56673718,90323693,157337264
7,131479531,92586795,98828895,56660516,90413206,159176657
8,131338815,92336742,98779407,56900901,87559882,162229853
9,130282419,94343695,98261958,55894285,89414059,160949184
10,134050986,97655279,96964377,52801076,88372896,159300986
11,131887868,95040039,95274928,56145206,91343952,159453607
12,137291189,93592897,93559955,53547057,90374374,160780128
13,128459800,93075672,99391164,57040952,91626929,159551083
14,129561652,94621853,96892722,55413134,90952092,161704147
15,133284352,96660222,99490329,51936674,86542272,161231751
16,129678309,91677881,98546981,55959578,93365621,159917230
17,129535866,92895263,100634767,55701632,90009859,160368213
18,127675280,92974231,105125268,55470003,88180846,159719972
19,130113033,95219952,98219881,56596031,87827215,161169488
20,130765442,96410943,95850548,55103932,91068017,159946718
21,133715201,93881723,99943024,54527116,87285329,159793207
22,128533914,98570686,95956938,56144480,88037855,161901727
23,136890267,95711300,98581558,53207878,85443929,159310668
24,133588527,96042740,92983717,55384478,88039884,163106254
25,129099122,95360708,96691955,59934772,86182711,161876332
26,129248362,93858732,102156574,56789371,88637107,158455454
27,133494045,94364438,94475247,56116567,90867369,159827934
28,133983080,93977939,96189086,56829913,88022354,160143228
29,132315668,94732438,95284226,54462069,92072031,160279168
30,131212145,93890729,99540556,54268962,88762881,161470327
31,128883801,93441227,99867716,54849871,91734336,160368649
32,128152699,94371000,95067063,57802313,93646752,160105773
33,129566707,95595828,100908153,55105785,87753769,160215358
34,132140784,94250472,98332865,57148125,87747062,159526292
35,131232967,94746275,96631316,54154273,91222522,161158247
36,128881411,92099159,98645306,57817760,90518618,161183346
37,128495410,95241603,95740807,56855189,92624567,160188024
38,131622772,94901493,98474295,56484490,87543840,160118710
39,132331825,93628054,97979230,53545181,91787265,159874045
40,129606873,96884669,96117942,55868659,89261153,161406304
41,129842692,95057692,96612537,56971523,89317084,161344072
42,128554537,93817904,99335573,58209236,88238334,160990016
43,134705528,94034960,98526662,56709012,86016639,159152799
44,133112154,95348187,95423594,56170325,87903571,161187769
45,133596539,95355838,95170308,56024583,88359946,160638386
46,131217167,95434883,96911544,53491447,91645919,160444640
47,128747362,95596635,99923873,56095654,89758615,159023461
