epoch,sod_0,sod_1,sod_2,sod_3,sod_4,sod_mask
0,132918043,93053352,96277869,55424645,92189842,159281849
1,135686265,92779759,94829554,58353521,87426680,160069821
2,132158256,95589511,100652524,54597130,85128665,161019514
3,129245546,93715941,98941191,55232000,91840366,160170556
4,133944071,95997224,93447456,54143860,92594780,159018209
5,132668167,94699196,96047403,52885690,93053110,159792034
6,127012870,96541775,103356561,55138069,86802948,160293377
7,134987450,94040382,95682690,55907605,87437059,161090414
8,130157756,96175536,97405784,55591340,88868663,160946521
9,131878350,96783080,95424434,56015818,89575540,159468378
10,128781928,97512295,92873251,56972554,90140394,162865178
11,132042592,95394371,98675950,54909802,88594704,159528181
12,127583226,93369976,99527784,56370175,91050308,161244131
13,129896975,94800417,98385013,56791731,89366647,159904817
14,131618504,96847986,94522367,58380300,85217529,162558914
15,133214925,91500610,98902336,55349384,90920963,159257382
16,133489357,94458891,97530399,55344228,88706267,159616458
17,128310787,94938132,99389545,55631619,90692618,160182899
18,129894000,92990331,98892783,56100204,91032309,160235973
19,131267173,96761892,95339161,56591838,87840862,161344674
20,132067757,94686621,98427762,53657368,90297912,160008180
21,130544403,92314179,99727727,56474614,89782155,160302522
22,134735896,95076665,99912448,53710059,86171820,159538712
23,133412397,94105771,93423414,56706705,90950908,160546405
24,131578563,94476093,99422344,55317776,87952358,160398466
25,128239097,92160596,101283428,56610920,90317514,160534045
26,131260991,98199559,96124298,57803227,84722074,161035451
27,125887455,95684903,100318738,54189796,91737461,161327247
28,131283808,94382318,98414053,56646110,88108201,160311110
29,131211188,94293544,100661439,53865157,90515105,158599167
30,133392896,97161059,100892177,53467862,84195656,160035950
31,128555255,94194903,96445112,55095914,92890744,161963672
32,131694524,94535030,97077581,53485073,91305116,161048276
33,130945435,94760489,96349333,55649459,89308820,162132064
34,133203735,94704675,95663178,52919644,91407891,161246477
35,129714709,93940337,98785282,58374429,87488461,160842382
36,129814708,93330218,97655013,58043808,88826239,161475614
37,129975062,97108478,94993021,54225837,93238666,159604536
38,132894710,94350831,94149204,56170580,88923011,162657264
39,130634821,95623320,94709611,57076932,90402049,160698867
40,132085120,97015118,94095289,56689652,88292476,160967945
41,128647751,94532735,99225188,56360448,90524856,159854622
42,127768038,96609112,98970695,57055112,88890071,159852572
43,126966226,97563968,97079686,53415809,91449919,162669992
44,131647085,95493753,99384352,53998735,88481600,160140075
45,129877230,94907449,100410602,53034743,90726498,160189078
46,129504554,93952972,98986725,53137771,92368502,161195076
47,130321342,97234275,98993840,52984368,88168662,161443113
48,132443277,94259600,96498860,55480829,88673612,161789422
49,129308450,95848952,99083784,53930588,89843003,161130823
50,131776024,93774833,97284281,54385876,91143034,160781552
51,132508177,94888216,96576600,52685491,90525624,161961492
52,130288765,94591667,95564907,53123556,94584032,160992673
53,133776446,96982045,94146870,53273147,90464206,160502886
54,130097171,94893872,97276068,57860776,89539012,159478701
55,133855895,93386481,97299488,51903295,90718629,161981812
56,127102764,95459988,99673385,56066594,89728411,161114458
57,130055613,95780166,96031362,55391898,90250932,161635629
58,132889013,96501237,98072804,55629422,86311397,159741727
59,133131595,94760333,97332888,53030183,89137337,161753264
60,134860287,92606520,96313863,55574361,89620258,160170311
61,129034816,95913202,96940545,55968921,90631533,160656583
62,134646518,94297437,96824420,54193529,89221102,159962594
63,130240227,96169680,95823932,55630301,90328371,160953089
64,130974556,91800234,101002664,53694643,91224729,160448774
65,131402309,94041631,100372968,53803223,88320893,161204576
66,133258840,96053455,96263472,50629204,90781382,162159247
67,129673630,95488282,96040439,55603016,91233391,161106842
68,128744435,96133441,99823108,57187242,86310416,160946958
69,130147704,96029398,96339794,59263238,87398559,159966907
70,132688975,92901806,96962600,55864523,89381739,161345957
71,132847090,97399434,94896168,53824716,88878573,161299619
72,135287380,95316879,95981305,53909581,87969814,160680641
73,133664377,93322558,97868589,54939659,88260682,161089735
74,129890667,94773341,99750623,54721907,89948563,160060499
