epoch,sod_0,sod_1,sod_2,sod_3,sod_4,sod_mask
0,67372357,76226491,65247077,54034833,62842625,93707017
1,69445704,75258825,68896599,50311823,62383751,93133698
2,67798740,76239510,67959735,51600226,63261664,92570525
3,65652511,75298660,67993784,53535415,63758578,93191452
4,67464065,78823358,69328446,49656313,61075774,93082444
5,68478410,81612478,66547702,49832049,60288926,92670835
6,67801516,79040049,66866205,52068676,60846080,92807874
7,68096283,75741867,63167998,55383266,64938424,92102562
8,65725005,79818176,67870679,51880453,61312700,92823387
9,66928916,79232449,67030619,51711501,61491280,93035635
10,64921034,76758491,64797089,53013666,65536604,94403516
11,68225746,77704989,68743492,51754913,60012311,92988949
12,66796876,78225331,63823963,52305517,65790402,92488311
13,65748067,78834012,67013449,51585533,63543088,92706251
14,66789267,76092358,69894375,52060107,62421362,92172931
15,68471907,76531103,67490148,51730480,61170443,94036319
16,68375773,76079140,63954824,54253873,64111002,92655788
17,69399968,75740920,64850936,52217875,64700244,92520457
18,69953378,77401011,66320752,53187119,60638944,91929196
19,66723998,77929404,68025784,52437765,62477070,91836379
20,65983118,77367229,67459043,53021887,62793450,92805673
21,66291325,79886012,66181167,53874766,59198521,93998609
22,66876473,77643054,68749838,50776014,61965465,93419556
23,68709640,76295788,66809012,52426187,62238078,92951695
24,69738152,76132208,68371679,50954047,59541235,94693079
25,66245832,77178564,70481582,49914100,60847811,94762511
26,66983627,76287694,67299109,53526950,62526990,92806030
27,66080058,76238160,68872763,52590502,61767152,93881765
28,67584214,77906615,66655836,52411856,63220630,91651249
29,65148823,78940107,67921807,52869052,61700700,92849911
30,68519703,76200719,67230445,51820161,63451131,92208241
31,64247343,79967277,67429568,53574071,61264382,92947759
32,65924319,78444514,68773063,53192850,59944265,93151389
33,69530482,76566457,66152244,52218940,62297751,92664526
34,66141757,76838487,68548850,52624213,63204451,92072642
35,66309457,78315280,67079216,51514285,62402710,93809452
36,65914284,75095220,67782768,50558460,66684729,93394939
37,66877328,79664438,66519100,51498501,61626505,93244528
38,66843748,76336640,66810694,54233150,63359174,91846994
39,69720393,78359440,65282876,52785511,61542747,91739433
40,66385414,78979703,66808764,53124746,61658628,92473145
41,65975016,77538615,67088018,51388828,63727102,93712821
42,64744962,78330427,68975208,53801744,60293908,93284151
43,64116003,77848714,67968848,54690565,62042877,92763393
44,66547199,77027230,67335918,51640203,63110026,93769824
45,67430516,76146688,66975689,52647602,64849712,91380193
46,64271132,76974782,67861642,50821041,64840509,94661294
47,67284823,79470220,64448724,49671858,65208100,93346675
48,68419092,75749243,64920873,54691709,62349893,93299590
49,64273293,77151334,69029799,55432511,60161287,93382176
50,66323527,78392479,67604028,51157792,62594180,93358394
51,68686293,80262722,67213358,49619658,61785588,91862781
52,67124308,75979755,66356974,52480833,64856408,92632122
53,68276030,76861698,67341719,51707628,63890512,91352813
54,68201564,78662099,65290564,51575839,62320436,93379898
55,67898480,78708280,66625952,51219044,63107544,91871100
56,67060699,77529207,65807218,53968267,61568214,93496795
57,68563535,78369605,66120628,51983457,60955987,93437188
58,67026257,79377037,64590928,51754574,63162642,93518962
59,67077025,78304885,65918343,52056949,62919648,93153550
60,68514847,79391942,64560133,51019644,63496834,92447000
61,66630027,77095990,66789692,52211054,64594313,92109324
62,68705150,79039688,66230889,52717715,60600994,92135964
63,68807931,76261582,67522461,52419794,62334691,92083941
64,65341135,80123649,66178069,51381079,63051821,93354647
65,65406045,79796070,66172899,54068609,59699472,94287305
66,67950271,76284119,68206438,51921957,63913194,91154421
67,70419867,77551520,66467008,51666776,60669952,92655277
68,66669494,79650284,70313798,51264133,60047043,91485648
69,66369396,76799657,67448897,52160821,63859806,92791823
70,68710720,78625055,63858869,54814063,60848374,92573319
71,69049532,78669292,67079336,52505208,59363643,92763389
72,66991605,75422204,66910601,54249971,62196986,93659033
73,66932673,79416300,65080512,52187723,62369733,93443459
74,66185319,81420284,66941713,50256763,61012890,93613431
