epoch,sod_0,sod_1,sod_2,sod_3,sod_4,sod_mask
0,44994615,54228865,51786747,30505522,46096005,65989526
1,45944487,53782761,50278110,31903568,46119002,65573352
2,44823428,54074710,50673456,32510318,44927834,66591534
3,48205515,55376861,50810409,30951945,43084772,65171778
4,47523945,53186259,51734326,32192861,43230439,65733450
5,49799578,55009434,48754787,32135692,43428286,64473503
6,48358043,51717936,51933410,32379595,43724938,65487358
7,49648784,52092283,48775252,31667221,44701053,66716687
8,47343995,53971297,53919109,32020102,41699448,64647329
9,44756542,55330305,49299167,32148550,45518000,66548716
10,45691772,53844309,52293055,30732473,45272876,65766795
11,47117303,54289881,50947140,32259770,44413178,64574008
12,47152421,57645494,50602869,30754150,41684051,65762295
13,51117954,54094470,50205253,30883927,41867564,65432112
14,47924292,53622675,49327464,31637811,44926508,66162530
15,49985763,51740511,48696906,32012664,45803775,65361661
16,48423788,54301696,50723437,31040840,44362746,64748773
17,47215048,56547704,47838977,31870113,44123482,66005956
18,48128871,54954260,48858444,31835928,44339739,65484038
19,47598021,52421169,52187928,31939697,43763133,65691332
20,50009520,53011692,51578442,31585495,41317523,66098608
21,49978652,53426337,49095817,30795078,43327146,66978250
22,49694063,54566952,48363401,31889284,44514423,64573157
23,46920903,52341268,51250905,32943438,45250314,64894452
24,48358945,54534724,50785796,30817292,44789608,64314915
25,49235012,54265657,49253146,33102755,43523295,64221415
26,47004468,54455154,50484889,31226578,44221574,66208617
27,46152764,53531235,50141309,36018146,42131054,65626772
28,48173618,54602809,50279207,32677868,42049247,65818531
29,47297151,56730261,49336737,30613023,43552548,66071560
30,50400317,54144005,49924993,29997775,42109538,67024652
31,48420041,54744063,50662592,30586760,43617472,65570352
32,48411221,56291208,49872119,32841911,40768182,65416639
33,46905832,56651518,49124272,30823437,44074638,66021583
34,49865193,52452050,48661457,33440649,43053553,66128378
35,47223916,56276684,50400692,31902634,41414388,66382966
36,46450711,53742116,51483393,31644963,44238967,66041130
37,47645715,54950584,49383433,29608045,44735929,67277574
38,45211321,55124580,52105330,31524640,43562839,66072570
39,46492653,55524935,51902067,32185986,42589399,64906240
40,45814623,53686511,49335913,31385484,47705400,65673349
41,46909802,55801177,49171834,31715474,44145160,65857833
42,47011625,55772645,47342736,32569810,43921962,66982502
43,44993703,52303245,48710364,35400180,46377131,65816657
44,49342567,51500406,52690808,31488045,44068486,64510968
45,49842175,54504215,47120117,34509504,42088360,65536909
46,48000276,52661946,52219381,34005766,42423086,64290825
47,46451354,53849574,52443710,33442572,42215371,65198699
48,49030970,54137163,49722495,34414074,41645828,64650750
49,46989810,54964957,51768193,30889591,42600122,66388607
50,47708584,50584221,51364942,31610692,46236370,66096471
