epoch,sod_0,sod_1,sod_2,sod_3,sod_4,sod_mask
0,77345428,84898252,69251675,36579049,79427980,71928016
1,80050958,84225712,64655129,40542185,79324190,70632226
2,80684650,84020114,65269344,36975336,82030343,70450613
3,82990586,80014703,65754716,41098005,78776448,70795942
4,77160599,84986175,64228528,43020588,79298630,70735880
5,76993187,86127399,62191953,39060384,82933585,72123892
6,80554755,87902978,66478723,38728759,74678044,71087141
7,78038696,89110871,60826703,37472983,82440919,71540228
8,79590178,88523934,61665132,42633275,76499972,70517909
9,75945300,87996804,63322662,42874784,79151872,70138978
10,77901037,84133093,66182133,39094739,81073491,71045907
11,81782896,84478672,63610111,39589380,80549015,69420326
12,77529186,84760665,62356160,40642097,83450368,70691924
13,78993769,84749257,66009788,38827511,79803410,71046665
14,78132674,87189312,61786744,40874723,80297166,71149781
15,81136721,84998657,62766733,37243608,82750223,70534458
16,80304850,83867856,66637999,36606359,83103587,68909749
17,75821331,86927928,65506967,39159763,81157044,70857367
18,75840105,88337833,63368995,38881140,80882773,72119554
19,83540386,84033655,61562666,40198204,79199666,70895823
20,79809824,87093428,65873408,37917938,77660740,71075062
21,77720982,85285818,63589299,41834511,80209020,70790770
22,77821005,89132174,63507431,40300084,78242651,70427055
23,83423089,84074155,66891822,39995019,75540776,69505539
24,79725292,86041149,64442001,39157764,79047610,71016584
25,80604526,85578451,66315817,37586101,78736680,70608825
26,79207708,89334586,61989888,36973878,81649706,70274634
27,77466680,85732689,66521388,38816586,79286562,71606495
28,77018666,85965044,64266226,39847537,82613697,69719230
29,82316092,86868003,62663684,39635836,76963603,70983182
30,81679958,86809937,62330234,39237391,79764263,69608617
31,78507467,84304520,64866503,38311117,82842539,70598254
32,79065171,86379045,64927752,38489550,79567549,71001333
33,78360188,86625904,65017863,38674406,80147490,70604549
34,79300557,84632356,63192676,41150885,80503765,70650161
35,81401537,86214434,66139257,38259684,77099535,70315953
36,78818611,86741130,62615470,36628083,82718457,71908649
37,78035887,87264607,63170103,39984992,80029046,70945765
38,82368825,85665011,64642742,38088900,77275763,71389159
39,78904228,85535980,66400668,38390839,79003607,71195078
40,77467480,84435179,64650303,39936715,82811426,70129297
