epoch,sod_0,sod_1,sod_2,sod_3,sod_4,sod_mask
0,72311061,50660574,92072281,50357062,50812593,103216829
1,73649834,52316369,91261600,50642099,48801564,102758934
2,72885704,49129344,91800452,51689486,50280175,103645239
3,69400799,53937974,91362333,50938815,50371963,103418516
4,74442339,52791449,90171610,50267324,48270658,103487020
5,72668609,53033633,89241335,52041237,47883939,104561647
6,73267259,52642929,90381872,52311814,46849917,103976609
7,73112999,54162412,90068045,48961118,48499163,104626663
8,73868226,53112510,87258672,53335685,48197859,103657448
9,72445682,50162969,91737463,53106056,49206005,102772225
10,73303611,51907364,88271218,51514223,49889870,104544114
11,72523488,49861575,92596902,52709807,48843106,102895522
12,75608745,53321924,86377306,53625959,46038307,104458159
13,71899559,52828692,88028289,53039585,50579057,103055218
14,69873992,54058028,90871536,54292574,47262383,103071887
15,73472201,52148582,88353361,52280201,48996470,104179585
16,72467275,53512225,89765381,49774050,50437621,103473848
17,73017754,51401753,87069476,55978649,48487152,103475616
18,71495660,53959167,87924689,52212554,49473627,104364703
19,75128239,49829902,91339001,49589234,50792528,102751496
20,73065419,54292570,85819605,50805461,50663089,104784256
21,72558213,53108846,87509052,53507577,48372222,104374490
22,73902955,52424944,91327522,49843364,49640125,102291490
23,72986015,51155472,92295971,52472789,48440095,102080058
24,75702730,52070547,91218953,49407278,49635575,101395317
25,73677955,49533250,91425168,53233311,49069555,102491161
26,71582481,51534597,90285715,50189144,51533939,104304524
27,72672672,54338555,91301205,50302385,47559526,103256057
28,73274988,51840557,89112241,53589654,47740759,103872201
29,69396586,52440502,94763781,51559399,48372725,102897407
30,71179603,53503468,92348394,50734820,47977070,103687045
31,74279442,51714908,94034482,49664911,46038396,103698261
32,71540889,50225153,92572860,50288947,52521423,102281128
33,74824006,54188454,87398915,53882643,46315822,102820560
34,74830046,49128146,87321457,51674535,53156720,103319496
35,70186261,52661766,91174517,53545726,48385423,103476707
36,73544650,52010955,92686251,48385017,48343366,104460161
37,71402592,52994182,88809219,51454209,50561367,104208831
38,71961449,52161271,91825194,49620854,51029578,102832054
39,77891366,52607272,87253350,51129924,46129200,104419288
40,70071109,51450238,91004678,53222136,50309057,103373182
