epoch,sod_0,sod_1,sod_2,sod_3,sod_4,sod_mask
0,102620356,85836942,36305383,32998717,54210369,107458633
1,99731888,87050453,38397100,38873241,49572812,105804906
2,99144478,86474152,38133232,38086278,49686979,107905281
3,102687653,85593832,37622599,35520108,51981677,106024531
4,100658549,82495265,38608276,36425796,53625648,107616866
5,99493025,83123859,39369337,35655611,55171145,106617423
6,99257808,83211376,37251023,37681631,53779770,108248792
7,102060149,83469642,35539720,37114722,55165786,106080381
8,102416596,84735943,36655953,34968453,54276538,106376917
9,100018628,86440096,37709358,36551429,52306084,106404805
10,97253432,85301613,39226583,33625669,56127042,107896061
11,98872096,87872492,40017721,35005553,50593555,107068983
12,98757613,84339084,38427427,34745503,55402329,107758444
13,97244556,86968561,39193730,37766342,50167294,108089917
14,98622056,86830973,37577859,38035432,50920116,107443964
15,98244391,86881199,37515711,35793353,53995520,107000226
16,103261343,85809365,36876747,34884292,50603072,107995581
16,102620356,85836942,36305383,32998717,54210369,107458633
17,99731888,87050453,38397100,38873241,49572812,105804906
18,99144478,86474152,38133232,38086278,49686979,107905281
19,102687653,85593832,37622599,35520108,51981677,106024531
20,100658549,82495265,38608276,36425796,53625648,107616866
21,99493025,83123859,39369337,35655611,55171145,106617423
22,99257808,83211376,37251023,37681631,53779770,108248792
23,102060149,83469642,35539720,37114722,55165786,106080381
24,102416596,84735943,36655953,34968453,54276538,106376917
25,100018628,86440096,37709358,36551429,52306084,106404805
26,97253432,85301613,39226583,33625669,56127042,107896061
27,98872096,87872492,40017721,35005553,50593555,107068983
28,98757613,84339084,38427427,34745503,55402329,107758444
29,97244556,86968561,39193730,37766342,50167294,108089917
30,98622056,86830973,37577859,38035432,50920116,107443964
31,98244391,86881199,37515711,35793353,53995520,107000226
32,103261343,85809365,36876747,34884292,50603072,107995581
33,96575873,87347778,37005384,37073938,53205811,108221616
34,100918558,84595847,37171919,36243919,54445826,106054331
35,100394695,85899460,38110216,37078662,50783178,107164189
36,99703994,84381820,37417546,36975414,53805473,107146153
37,102886556,85060158,36913496,36261430,51294711,107014049
38,99102400,85637993,37884489,36229193,53040648,107535677
39,99354867,84714851,40002869,36059761,51804407,107493645
40,100440182,85815022,36849388,34794453,53015581,108515774
41,100050612,83687560,37711253,36269319,54456048,107255608
42,99513772,85342510,38431478,34874045,53278342,107990253
43,99526626,83837449,37910197,37203584,53834723,107117821
44,100747148,82887549,40434339,36297395,52627125,106436844
45,100385801,85132160,38342356,37386519,50948073,107235491
46,101312776,86555272,37801883,35873042,50995277,106892150
47,100614782,83586726,38246292,37344208,52660181,106978211
48,97289442,85771336,40002557,35749595,51647332,108970138
49,101060514,85213496,40122250,35654836,51715370,105663934
50,100106135,85743181,37963843,35886715,51870454,107860072
51,99667186,84205952,36560087,39326838,52310602,107359735
52,97808231,85693403,39370736,36255145,53429704,106873181
53,99965011,85402872,35913409,35950857,55421894,106776357
54,98423693,85709301,38428134,36976716,52842047,107050509
55,100230555,84250640,35262989,37688610,54500934,107496672
56,96465498,84983181,36222558,38951595,54040637,108766931
57,99113372,84736950,39050957,35992741,52102411,108433969
58,102570866,80088532,38883728,37317884,53744782,106824608
59,103231378,86401584,35303610,35423249,51855650,107214929
60,100228333,85560939,37556355,37324529,51331895,107428349
61,101994314,83474867,37598202,37173064,52760629,106429324
62,96957151,86092219,39309851,34834203,53856594,108380382
63,99848974,86094090,38559477,34439920,52519719,107968220
64,99371142,86320740,37692328,34702793,53785745,107557652
65,100279112,86029788,36792994,36010846,52782727,107534933
66,100457755,83948295,38941771,36327703,51800112,107954764
67,99062449,84128304,38481628,36907769,54554452,106295798
68,99837159,83637551,38341133,36827277,53378955,107408325
