epoch,sod_0,sod_1,sod_2,sod_3,sod_4,sod_mask
0,86825286,63199223,64288290,37953181,60484383,106680037
1,89677155,61926851,63363854,37930694,59194653,107337193
2,87782177,65347218,64041051,36181418,60151125,105927411
3,87136956,65850598,62064360,36170746,60311511,107896229
4,90381759,65159068,62899583,35246686,58769884,106973420
5,86851362,64366790,64058599,36414531,59291676,108447442
6,88175066,64015332,63611744,36654480,60099860,106873918
7,91275756,64998978,61079018,34679858,58371129,109025661
8,89097496,63608905,64075499,37230684,59844821,105572995
9,89169592,61274721,67027368,36560708,58391540,107006471
10,87902194,64000816,60687132,37783123,61283161,107773974
11,86774187,62074584,63800815,38160958,61875628,106744228
12,91053357,64465999,58372463,37026879,60137998,108373704
13,89066775,65105870,60610335,36872946,59782273,107992201
14,85676456,65143632,64166747,39618482,57861897,106963186
15,88010158,65998917,58854690,37014887,60773890,108777858
16,90547876,64523014,59117753,38397558,58823851,108020348
17,92002562,60420261,61203631,39018533,60174904,106610509
18,87658552,65150898,61448754,37473903,60322363,107375930
19,88880645,62636173,64173065,34790316,61381979,107568222
20,89421414,64967897,61076423,36072851,60771637,107120178
21,89430813,64575521,62182565,36573206,58971593,107696702
22,87368097,64980547,65506059,35705335,59547001,106323361
23,88685461,64194339,62638305,38973801,59051802,105886692
24,91287809,63954882,60065323,37895213,59232278,106994895
